File, Suite, Query name, Query ID, Kind, Severity, Precision
github/codeql-go/ql/src/Security/CWE-190/AllocationSizeOverflow.ql, code-scanning, Size computation for allocation may overflow, go/allocation-size-overflow, path-problem, warning, high
github/codeql-go/ql/src/Security/CWE-089/SqlInjection.ql, code-scanning, Database query built from user-controlled sources, go/sql-injection, path-problem, error, high
github/codeql-go/ql/src/Security/CWE-089/StringBreak.ql, code-scanning, Potentially unsafe quoting, go/unsafe-quoting, path-problem, warning, high
github/codeql-go/ql/src/Security/CWE-020/MissingRegexpAnchor.ql, code-scanning, Missing regular expression anchor, go/regex/missing-regexp-anchor, problem, warning, high
github/codeql-go/ql/src/Security/CWE-020/IncompleteUrlSchemeCheck.ql, code-scanning, Incomplete URL scheme check, go/incomplete-url-scheme-check, problem, warning, high
github/codeql-go/ql/src/Security/CWE-020/IncompleteHostnameRegexp.ql, code-scanning, Incomplete regular expression for hostnames, go/incomplete-hostname-regexp, path-problem, warning, high
github/codeql-go/ql/src/Security/CWE-295/DisabledCertificateCheck.ql, code-scanning, Disabled TLS certificate check, go/disabled-certificate-check, problem, warning, high
github/codeql-go/ql/src/Security/CWE-312/CleartextLogging.ql, code-scanning, Clear-text logging of sensitive information, go/clear-text-logging, path-problem, error, high
github/codeql-go/ql/src/Security/CWE-022/ZipSlip.ql, code-scanning, Arbitrary file write during zip extraction (zip slip), go/zipslip, path-problem, error, high
github/codeql-go/ql/src/Security/CWE-022/TaintedPath.ql, code-scanning, Uncontrolled data used in path expression, go/path-injection, path-problem, error, high
github/codeql-go/ql/src/Security/CWE-078/CommandInjection.ql, code-scanning, Command built from user-controlled sources, go/command-injection, path-problem, error, high
github/codeql-go/ql/src/Security/CWE-643/XPathInjection.ql, code-scanning, XPath injection, go/xml/xpath-injection, path-problem, error, high
github/codeql-go/ql/src/Security/CWE-079/ReflectedXss.ql, code-scanning, Reflected cross-site scripting, go/reflected-xss, path-problem, error, high
github/codeql/cpp/ql/src/Documentation/CommentedOutCode.ql, security-and-quality, Commented-out code, cpp/commented-out-code, problem, recommendation, high
github/codeql/cpp/ql/src/Documentation/FixmeComments.ql, security-and-quality, FIXME comment, cpp/fixme-comment, problem, recommendation, very-high
github/codeql/cpp/ql/src/Security/CWE/CWE-468/SuspiciousAddWithSizeof.ql, security-and-quality, Suspicious add with sizeof, cpp/suspicious-add-sizeof, problem, warning, high
github/codeql/cpp/ql/src/Security/CWE/CWE-253/HResultBooleanConversion.ql, security-and-quality, Cast between HRESULT and a Boolean type, cpp/hresult-boolean-conversion, problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-327/OpenSslHeartbleed.ql, security-and-quality, Use of a version of OpenSSL with Heartbleed, cpp/openssl-heartbleed, problem, error, very-high
github/codeql/cpp/ql/src/Security/CWE/CWE-732/UnsafeDaclSecurityDescriptor.ql, security-and-quality, Setting a DACL to NULL in a SECURITY_DESCRIPTOR, cpp/unsafe-dacl-security-descriptor, problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-190/TaintedAllocationSize.ql, security-and-quality, Overflow in uncontrolled allocation size, cpp/uncontrolled-allocation-size, path-problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-190/ComparisonWithWiderType.ql, security-and-quality, Comparison of narrow type with wide type in loop condition, cpp/comparison-with-wider-type, problem, warning, high
github/codeql/cpp/ql/src/Security/CWE/CWE-704/WcharCharConversion.ql, security-and-quality, Cast from char* to wchar_t*, cpp/incorrect-string-type-conversion, problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-131/NoSpaceForZeroTerminator.ql, security-and-quality, No space for zero terminator, cpp/no-space-for-terminator, problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-089/SqlTainted.ql, security-and-quality, Uncontrolled data in SQL query, cpp/sql-injection, path-problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-676/DangerousUseOfCin.ql, security-and-quality, Dangerous use of 'cin', cpp/dangerous-cin, problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-676/DangerousFunctionOverflow.ql, security-and-quality, Use of dangerous function, cpp/dangerous-function-overflow, problem, error, very-high
github/codeql/cpp/ql/src/Security/CWE/CWE-676/PotentiallyDangerousFunction.ql, security-and-quality, Use of potentially dangerous function, cpp/potentially-dangerous-function, problem, warning, high
github/codeql/cpp/ql/src/Security/CWE/CWE-120/BadlyBoundedWrite.ql, security-and-quality, Badly bounded write, cpp/badly-bounded-write, problem, error, high
github/codeql/cpp/ql/src/Security/CWE/CWE-079/CgiXss.ql, security-and-quality, CGI script vulnerable to cross-site scripting, cpp/cgi-xss, path-problem, error, high
github/codeql/cpp/ql/src/Critical/LargeParameter.ql, security-and-quality, Large object passed by value, cpp/large-parameter, problem, recommendation, very-high
github/codeql/cpp/ql/src/Critical/NewArrayDeleteMismatch.ql, security-and-quality, 'new[]' array freed with 'delete', cpp/new-array-delete-mismatch, problem, warning, high
github/codeql/cpp/ql/src/Critical/NewDeleteArrayMismatch.ql, security-and-quality, 'new' object freed with 'delete[]', cpp/new-delete-array-mismatch, problem, warning, high
github/codeql/cpp/ql/src/Critical/NewFreeMismatch.ql, security-and-quality, Mismatching new/free or malloc/delete, cpp/new-free-mismatch, problem, warning, high
github/codeql/cpp/ql/src/Critical/DeadCodeGoto.ql, security-and-quality, Dead code due to goto or break statement, cpp/dead-code-goto, problem, warning, high
github/codeql/cpp/ql/src/Header Cleanup/Cleanup-DuplicateIncludeGuard.ql, security-and-quality, Duplicate include guard, cpp/duplicate-include-guard, problem, error, high
github/codeql/cpp/ql/src/jsf/4.13 Functions/AV Rule 107.ql, security-and-quality, Function declared in block, cpp/function-in-block, problem, recommendation, very-high
github/codeql/cpp/ql/src/jsf/4.13 Functions/AV Rule 114.ql, security-and-quality, Missing return statement, cpp/missing-return, problem, error, high
github/codeql/cpp/ql/src/jsf/4.06 Pre-Processing Directives/AV Rule 32.ql, security-and-quality, Include header files only, cpp/include-non-header, problem, recommendation, high
github/codeql/cpp/ql/src/jsf/4.07 Header Files/AV Rule 35.ql, security-and-quality, Missing header guard, cpp/missing-header-guard, problem, warning, high
github/codeql/cpp/ql/src/jsf/4.16 Initialization/AV Rule 145.ql, security-and-quality, Irregular enum initialization, cpp/irregular-enum-init, problem, recommendation, high
github/codeql/cpp/ql/src/jsf/4.24 Control Flow Structures/AV Rule 201.ql, security-and-quality, For loop variable changed in body, cpp/loop-variable-changed, problem, recommendation, high
github/codeql/cpp/ql/src/jsf/4.24 Control Flow Structures/AV Rule 197.ql, security-and-quality, Avoid floats in for loops, cpp/loop-variable-float, problem, recommendation, high
github/codeql/cpp/ql/src/jsf/4.24 Control Flow Structures/AV Rule 196.ql, security-and-quality, No trivial switch statements, cpp/trivial-switch, problem, recommendation, high
github/codeql/cpp/ql/src/jsf/4.10 Classes/AV Rule 79.ql, security-and-quality, Resource not released in destructor, cpp/resource-not-released-in-destructor, problem, warning, high
github/codeql/cpp/ql/src/jsf/4.10 Classes/AV Rule 95.ql, security-and-quality, Redefined default parameter, cpp/redefined-default-parameter, problem, error, high
github/codeql/cpp/ql/src/jsf/4.10 Classes/AV Rule 71.1.ql, security-and-quality, Virtual call from constructor or destructor, cpp/virtual-call-in-constructor, problem, warning, high
github/codeql/cpp/ql/src/jsf/4.10 Classes/AV Rule 97.ql, security-and-quality, No raw arrays in interfaces, cpp/array-in-interface, problem, recommendation, high
github/codeql/cpp/ql/src/jsf/4.10 Classes/AV Rule 82.ql, security-and-quality, Overloaded assignment does not return 'this', cpp/assignment-does-not-return-this, problem, warning, high
github/codeql/cpp/ql/src/jsf/4.10 Classes/AV Rule 89.ql, security-and-quality, Inconsistent virtual inheritance, cpp/inconsistent-virtual-inheritance, problem, error, high
github/codeql/cpp/ql/src/jsf/4.10 Classes/AV Rule 88.ql, security-and-quality, Undisciplined multiple inheritance, cpp/undisciplined-multiple-inheritance, problem, recommendation, high
github/codeql/cpp/ql/src/jsf/4.21 Operators/AV Rule 166.ql, security-and-quality, Sizeof with side effects, cpp/sizeof-side-effect, problem, recommendation, high
github/codeql/cpp/ql/src/Best Practices/SloppyGlobal.ql, security-and-quality, Short global name, cpp/short-global-name, problem, recommendation, very-high
github/codeql/cpp/ql/src/Best Practices/ComplexCondition.ql, security-and-quality, Complex condition, cpp/complex-condition, problem, recommendation, high
github/codeql/cpp/ql/src/Best Practices/BlockWithTooManyStatements.ql, security-and-quality, Block with too many statements, cpp/complex-block, problem, recommendation, high
github/codeql/cpp/ql/src/Best Practices/UseOfGoto.ql, security-and-quality, Use of goto, cpp/use-of-goto, problem, warning, high
github/codeql/cpp/ql/src/Best Practices/Unused Entities/UnusedStaticFunctions.ql, security-and-quality, Unused static function, cpp/unused-static-function, problem, recommendation, high
github/codeql/cpp/ql/src/Best Practices/Unused Entities/UnusedLocals.ql, security-and-quality, Unused local variable, cpp/unused-local-variable, problem, recommendation, high
github/codeql/cpp/ql/src/Best Practices/Unused Entities/UnusedStaticVariables.ql, security-and-quality, Unused static variable, cpp/unused-static-variable, problem, recommendation, high
github/codeql/cpp/ql/src/Best Practices/Exceptions/ThrowingPointers.ql, security-and-quality, Throwing pointers, cpp/throwing-pointer, problem, warning, high
github/codeql/cpp/ql/src/Best Practices/Exceptions/LeakyCatch.ql, security-and-quality, Leaky catch, cpp/catch-missing-free, problem, warning, high
github/codeql/cpp/ql/src/Best Practices/Exceptions/CatchingByValue.ql, security-and-quality, Catching by value, cpp/catch-by-value, problem, warning, very-high
github/codeql/cpp/ql/src/Best Practices/Exceptions/AccidentalRethrow.ql, security-and-quality, Accidental rethrow, cpp/rethrow-no-exception, problem, warning, high
github/codeql/cpp/ql/src/Best Practices/Hiding/DeclarationHidesParameter.ql, security-and-quality, Declaration hides parameter, cpp/declaration-hides-parameter, problem, recommendation, very-high
github/codeql/cpp/ql/src/Best Practices/Hiding/DeclarationHidesVariable.ql, security-and-quality, Declaration hides variable, cpp/declaration-hides-variable, problem, recommendation, high
github/codeql/cpp/ql/src/Best Practices/Hiding/LocalVariableHidesGlobalVariable.ql, security-and-quality, Local variable hides global variable, cpp/local-variable-hides-global-variable, problem, warning, very-high
github/codeql/cpp/ql/src/Best Practices/Likely Errors/Slicing.ql, security-and-quality, Slicing, cpp/slicing, problem, warning, high
github/codeql/cpp/ql/src/Best Practices/Likely Errors/EmptyBlock.ql, security-and-quality, Empty branch of conditional, cpp/empty-block, problem, recommendation, very-high
github/codeql/cpp/ql/src/Best Practices/RuleOfTwo.ql, security-and-quality, Inconsistent definition of copy constructor and assignment ('Rule of Two'), cpp/rule-of-two, problem, warning, high
github/codeql/cpp/ql/src/Best Practices/SwitchLongCase.ql, security-and-quality, Long switch case, cpp/long-switch, problem, recommendation, high
github/codeql/cpp/ql/src/Likely Bugs/ReturnConstTypeMember.ql, security-and-quality, Constant return type on member, cpp/member-const-no-effect, problem, warning, very-high
github/codeql/cpp/ql/src/Likely Bugs/Underspecified Functions/TooFewArguments.ql, security-and-quality, Call to function with fewer arguments than declared parameters, cpp/too-few-arguments, problem, error, very-high
github/codeql/cpp/ql/src/Likely Bugs/Underspecified Functions/ImplicitFunctionDeclaration.ql, security-and-quality, Implicit function declaration, cpp/implicit-function-declaration, problem, warning, high
github/codeql/cpp/ql/src/Likely Bugs/Underspecified Functions/TooManyArguments.ql, security-and-quality, Call to function with extraneous arguments, cpp/futile-params, problem, warning, very-high
github/codeql/cpp/ql/src/Likely Bugs/Likely Typos/FutileConditional.ql, security-and-quality, Futile conditional, cpp/empty-if, problem, recommendation, high
github/codeql/cpp/ql/src/Likely Bugs/Likely Typos/AssignWhereCompareMeant.ql, security-and-quality, Assignment where comparison was intended, cpp/assign-where-compare-meant, problem, error, high
github/codeql/cpp/ql/src/Likely Bugs/Likely Typos/CompareWhereAssignMeant.ql, security-and-quality, Comparison where assignment was intended, cpp/compare-where-assign-meant, problem, error, high
github/codeql/cpp/ql/src/Likely Bugs/Likely Typos/DubiousNullCheck.ql, security-and-quality, Dubious NULL check, cpp/dubious-null-check, problem, warning, very-high
